URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,6,4,0.19999998000000202,0.32333333333333336,177.0,38.4180788789939,86.16723155159757,177.0,68,177,2.350282472597274,0,7.180790919882537
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,36,14,0.4399999912000002,0.5507462686567163,629.0,42.76629563948125,268.7065182557925,629.0,269,629,2.5373608862681065,0,7.279809209412068
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,37,12,0.5102040712203251,0.3752587991718427,398.0,44.22110541652989,176.88844216661198,398.0,176,398,2.4924623052953208,0,7.1331658112232015
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,11,2,0.6923076390532585,0.28750000000000003,167.0,39.52095784717989,82.60838313887196,167.0,66,167,2.4131736382444693,0,6.970059838502636
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,10,2,0.6666666111111158,0.24285714285714288,187.0,54.01069489833853,96.40427795933542,187.0,101,187,2.6898395578083445,0,7.796791402156196
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,2,0.6666666111111158,0.29583333333333334,179.0,39.66480424768265,87.46592169907306,179.0,71,179,2.3687150705658375,0,7.351955266190195
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,1,0.8888888395061756,0.3227752639517346,178.0,49.4382019694483,90.97528078777933,178.0,88,178,2.623595490878677,0,7.87640445013256
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,19,2,0.8095237709750585,0.4791666666666667,184.0,42.391304117438565,90.55652164697543,184.0,78,184,2.5271738993088375,0,7.717391262405482
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,9,0.09999999500000024,0.42857142857142855,206.0,45.63106773965501,100.65242709586201,206.0,94,206,2.504854356772552,0,7.218446566900745
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,15,4,0.5789473379501401,0.575,473.0,34.03805489632546,202.81522195853017,473.0,161,473,2.2029598262093875,0,6.936575038189059
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,21,2,0.8260869206049165,0.48106837606837605,494.0,36.842105188578735,212.33684207543152,494.0,182,494,2.2631578901555507,0,7.0708501881156876
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,16,7,0.39130433081285515,0.348265306122449,490.0,38.16326522823824,211.26530609129532,490.0,187,490,2.3755101992336525,0,7.291836719812578
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,27,5,0.6874999785156257,0.47550080128205124,487.0,38.60369601929426,210.24147840771772,487.0,188,487,2.369609851397105,0,7.203285406153418
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,21,5,0.6153845917159773,0.5002873563218391,410.0,40.975609656157054,180.39024386246285,410.0,168,410,2.4756097500594882,0,7.304878030963712
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,60,17,0.5584415511890708,0.4127244668911335,570.0,45.789473603878115,246.31578944155126,570.0,261,570,2.5982456094767623,0,7.731578933804247
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,32,6,0.6842105083102499,0.31304370232941664,734.0,34.87738414866842,307.5509536594674,734.0,256,734,2.305177108576053,0,7.149863750477025
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,20,6,0.5384615177514801,0.4225,338.0,37.57396438587585,150.22958575435035,338.0,127,338,2.3254437801022374,0,7.035502937764784
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,39,31,0.11428571265306126,0.43333333333333324,1092.0,37.91208787736988,451.964835150948,1092.0,414,1092,2.368131865963249,0,7.229853473232734
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,23,27,-0.07999999840000004,0.4071300792231024,601.0,42.26289510438786,257.3051580417552,601.0,254,601,2.4475873503367933,0,7.254575695083901
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,9,0.30769229585798863,0.37939393939393945,544.0,49.99999990808824,237.59999996323532,544.0,272,544,2.6433823480820178,0,7.836397044418388
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,41,7,0.7083333185763893,0.5150705467372132,676.0,42.751479226699,287.5005916906796,676.0,289,676,2.470414197528973,0,7.440828391359721
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,70,14,0.6666666587301588,0.4597619047619048,815.0,28.343558247431215,337.3374232989725,815.0,231,815,2.1693251507124844,0,6.699386494847379
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,5,0,0.99999980000004,0.4238095238095238,293.0,24.914675682885065,127.16587027315403,293.0,73,293,2.0648464093349954,0,6.433447077018952
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,13,3,0.6249999609375024,0.4364583333333334,348.0,38.21839069477474,154.4873562779099,348.0,133,348,2.3965517172512882,0,7.160919519652531
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,11,2,0.6923076390532585,0.42333333333333334,166.0,26.506023936710697,77.0024095746843,166.0,44,166,2.036144566047322,0,6.403614419255335
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,5,1,0.6666665555555741,0.34500000000000003,212.0,28.30188665895336,96.12075466358135,212.0,60,212,2.0801886694330722,0,6.679245251512994
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,9,3,0.4999999583333368,0.2030303030303031,171.0,21.637426774050137,77.05497070962006,171.0,37,171,1.9649122692110395,0,6.251461951745837
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,14,6,0.399999980000001,0.5648809523809524,202.0,30.19801965248505,92.87920786099403,202.0,61,202,1.9752475149740223,0,6.371287097171846
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,21,9,0.3999999866666671,0.4516941391941392,628.0,35.82802542065601,265.5312101682624,628.0,225,628,2.210191079283135,0,6.713375785488255
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7,6,0.07692307100591762,0.44571678321678315,268.0,32.46268644603475,120.1850745784139,268.0,87,268,2.1567164098629985,0,6.749999974813433
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,13,7,0.29999998500000075,0.2547101449275362,407.0,31.449631372359626,175.37985254894386,407.0,128,407,2.2162162107709675,0,6.90663388966429
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,8,13,-0.23809522675737013,0.3380952380952381,196.0,32.14285697886298,91.2571427915452,196.0,63,196,2.163265295085381,0,6.739795883980634
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,5,3,0.24999996875000394,0.42500000000000004,181.0,32.59668490278075,85.4386739611123,181.0,59,181,2.215469601019505,0,6.751381178169165
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,5,4,0.11111109876543349,0.44055367709213866,356.0,34.55056170070067,156.22022468028027,356.0,123,356,2.233146061142848,0,6.808988744918571
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,9,4,0.3846153550295881,0.4876543209876544,258.0,27.51937973829698,114.20775189531881,258.0,71,258,2.1201550305420347,0,6.344961215717205
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,10,-0.5384614970414233,0.3122807017543859,253.0,27.6679840803637,112.26719363214548,253.0,70,253,2.130434774188005,0,6.3636363384836505
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,1,1,0.0,0.1464285714285714,209.0,33.49282280625444,96.99712912250178,209.0,70,209,2.167464104461894,0,6.88995212014377
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,6,6,0.0,0.2678571428571428,209.0,37.79904288134429,98.71961715253772,209.0,79,209,2.224880372129759,0,6.885167431171448
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,8,7,0.06666666222222252,0.5499999999999999,113.0,36.28318551961783,59.713274207847135,113.0,41,113,2.4070796247161095,0,7.31858400603023
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,11,5,0.37499997656250145,0.6415178571428571,215.0,29.302325445105463,97.72093017804218,215.0,63,215,2.1813953386911846,0,6.75348834068145
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,9,3,0.4999999583333368,0.20853174603174607,190.0,33.157894562326874,89.26315782493076,190.0,63,190,2.2052631462880887,0,6.668421017534627
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,3,4,-0.1428571224489825,0.373469387755102,114.0,33.33333304093568,58.93333321637428,114.0,38,114,2.2280701558941214,0,7.008771868344106
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,2,1,0.33333322222225925,0.3333333333333333,59.0,35.59321973570814,37.83728789428326,59.0,21,59,2.2372880976730833,0,6.898304967825339
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,2,8,-0.599999940000006,0.24285714285714288,94.0,39.36170170891807,53.34468068356723,94.0,37,94,2.329787209257583,0,7.234042476233591
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,4,4,0.0,0.35714285714285715,104.0,36.53846118713018,56.21538447485207,104.0,38,104,2.307692285502959,0,7.240384545765534
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,2,1,0.33333322222225925,0.24000000000000005,73.0,46.575341827735045,47.83013673109402,73.0,34,73,2.520547910677426,0,7.493150582285609
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,2,8,-0.599999940000006,0.20238095238095238,118.0,40.677965756966394,63.471186302786556,118.0,48,118,2.3389830310255677,0,7.186440617064063
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,7,0,0.9999998571428775,0.4642857142857143,189.0,34.92063473586966,89.56825389434788,189.0,66,189,2.19576718414938,0,6.77777774191652
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,11,3,0.5714285306122479,0.5027777777777778,230.0,35.65217375803403,106.26086950321363,230.0,82,230,2.29999999,0,7.130434751606805
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,8,4,0.3333333055555579,0.5660714285714286,259.0,32.81853269182034,116.72741307672814,259.0,85,259,2.1891891807367214,0,6.6756756499008665
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,18,12,0.19999999333333354,0.4895061728395061,262.0,28.625954089213916,116.25038163568557,262.0,75,262,2.110687014844706,0,6.446564860890974
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.2568027210884354,240.0,29.999999875,107.99999995000002,240.0,72,240,2.1333333244444446,0,6.904166637899306
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,11,0,0.9999999090909174,0.4392290249433106,199.0,35.678391780510594,93.87135671220425,199.0,71,199,2.180904511653746,0,7.0653265976616755
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,25,6,0.6129032060353804,0.4170846394984326,548.0,39.23357657074165,234.89343062829667,548.0,215,548,2.3649634993340083,0,7.083941592912516
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7,8,-0.06666666222222252,0.6838095238095238,233.0,26.609441945882224,103.84377677835289,233.0,62,233,2.115879819245151,0,6.583690958868279
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5,1,0.6666665555555741,0.15787037037037038,210.0,38.571428387755105,99.42857135510205,210.0,81,210,2.3428571317006806,0,7.238095203628118
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,2,3,-0.199999960000008,0.4444444444444444,128.0,23.437499816894533,60.57499992675781,128.0,30,128,1.906249985107422,0,5.945312453552247
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7,3,0.39999996000000404,0.3074561403508772,197.0,34.01015211162359,92.40406084464945,197.0,67,197,2.258883237264552,0,7.096446664485042
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,5,-0.11111109876543349,0.22575757575757577,237.0,28.270042074809947,106.108016829924,237.0,67,237,2.135021088037886,0,6.662447229272375
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1,2,-0.33333322222225925,0.512280701754386,191.0,29.31937157424413,88.12774862969766,191.0,56,191,2.1151832349990407,0,6.8429319013459065
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,6,16,-0.4545454338842984,0.4017460317460318,166.0,43.97590334954275,83.99036133981711,166.0,73,166,2.590361430178546,0,7.50602405116853
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,9,2,0.636363578512402,0.3822222222222222,212.0,25.943396104040584,95.17735844161624,212.0,55,212,2.0283018772249912,0,6.547169780437878
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3,1,0.49999987500003124,0.3821428571428571,306.0,35.29411753171857,136.51764701268743,306.0,108,306,2.1928104503502928,0,6.748365991018412
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3,3,0.0,0.3933333333333333,229.0,36.68122254724357,106.27248901889743,229.0,84,229,2.283842784786713,0,6.99563315722431
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,9,1,0.7999999200000081,0.2833333333333334,135.0,32.59259235116598,67.0370369404664,135.0,44,135,2.2074073910562415,0,6.89629624521262
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5,5,0.0,0.2791666666666667,183.0,30.601092728955777,85.44043709158233,183.0,56,183,2.2185792228492938,0,7.016393404282003
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10,2,0.6666666111111158,0.3228438228438229,204.0,29.411764561707038,93.36470582468282,204.0,60,204,2.2156862636485966,0,6.911764672001154
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1,0,0.9999990000010001,0.15,171.0,28.07017527444342,79.62807010977737,171.0,48,171,2.204678349680244,0,6.695906393591191
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6,0,0.9999998333333611,0.18571428571428575,134.0,23.880596836711966,63.152238734684786,134.0,32,134,2.0373134176319896,0,6.2985074156827805
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2,3,-0.199999960000008,0.20000000000000004,202.0,33.16831666748358,94.06732666699344,202.0,67,202,2.2227722662239,0,6.945544520071562
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3,1,0.49999987500003124,0.37954545454545463,251.0,36.25497993523912,114.90199197409567,251.0,91,251,2.2828685168013205,0,7.115537820256821
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,1,0,0.9999990000010001,0.14076923076923076,255.0,25.098039117262594,112.03921564690505,255.0,64,255,2.0823529330103807,0,6.537254876324491
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,9,1,0.7999999200000081,0.4284313725490195,174.0,17.24137921125644,76.49655168450258,174.0,30,174,1.9367815980644736,0,6.07471260876602
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,5,-0.11111109876543349,0.5599999999999999,196.0,24.489795793419407,88.19591831736777,196.0,48,196,2.025510193747397,0,6.5561224155299875
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,20,2,0.8181817809917372,0.33333333333333337,564.0,38.12056730829686,240.84822692331875,564.0,215,564,2.2464538967261456,0,6.939716299752276
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,22,1,0.9130434385633287,0.47229166666666667,579.0,34.54231427540188,245.41692571016074,579.0,200,579,2.2176165764808005,0,6.880829003660054
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,2,4,-0.33333327777778704,0.3186538461538461,171.0,37.42690036592456,83.37076014636983,171.0,64,171,2.233918115591122,0,6.883040895420813
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,6,2,0.4999999375000079,0.18957264957264958,204.0,31.37254886582084,94.14901954632835,204.0,64,204,2.112745087682622,0,6.490196046616686
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,6,4,0.19999998000000202,0.23333333333333334,147.0,37.41496573187098,73.7659862927484,147.0,55,147,2.2380952228701005,0,6.911564578832894
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5,4,0.11111109876543349,0.25512820512820517,207.0,27.536231751032698,93.81449270041308,207.0,57,207,2.1256038544656817,0,6.647342963056314
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,2,1,0.33333322222225925,0.325,135.0,40.74074043895748,70.296296175583,135.0,55,135,2.4148147969272977,0,7.555555499588478
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,8,1,0.7777776913580343,0.2799107142857143,272.0,40.44117632190744,124.97647052876299,272.0,110,272,2.4963235202341045,0,7.617647030817475
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1,0,0.9999990000010001,0.3005494505494506,147.0,28.57142837706511,70.22857135082604,147.0,42,147,2.149659849322042,0,6.88435369466426
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4,3,0.1428571224489825,0.2277777777777778,189.0,29.629629472859104,87.45185178914365,189.0,56,189,2.126984115730243,0,6.529100494555024
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,2,-0.33333322222225925,0.26590909090909093,167.0,26.946107623077197,77.57844304923088,167.0,45,167,2.143712562013697,0,6.802395168847934
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,6,-0.33333329629630043,0.25625,265.0,32.07547157707369,118.83018863082948,265.0,85,265,2.3396226326806695,0,6.886792426842293
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4,0,0.9999997500000625,0.1592592592592593,138.0,28.985507036336905,66.79420281453477,138.0,40,138,2.1521738974480153,0,6.608695604284814
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,39,5,0.7727272551652897,0.4338541666666666,511.0,32.093933400990345,217.23757336039614,511.0,164,511,2.17808218751843,0,6.745596855683764
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,10,0,0.99999990000001,0.3755555555555556,317.0,19.873816972006885,134.74952678880274,317.0,63,317,1.9305993629949547,0,6.063091463523371
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,1,0,0.9999990000010001,0.35714285714285715,205.0,30.731707167162405,94.29268286686496,205.0,63,205,2.0975609653777516,0,6.42439021256395
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,6,0,0.9999998333333611,0.3525641025641026,167.0,31.137724364444765,79.25508974577791,167.0,52,167,2.173652681594894,0,6.628742475276991
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,7,4,0.2727272479338866,0.5772727272727273,173.0,23.69942182832704,78.67976873133082,173.0,41,173,2.0693641498880684,0,6.502890135821445
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,8,4,0.3333333055555579,0.5175873675873677,307.0,23.45276865324831,132.18110746129932,307.0,72,307,1.9348534138929856,0,6.276872943723541
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,6,0,0.9999998333333611,0.27916666666666656,306.0,25.163398610577133,132.46535944423087,306.0,77,306,2.009803915000641,0,6.428104554156521
